signal_id,signal_name,customer_id,detected_date,evidence_metric_1,evidence_metric_2,segment,behavioral_state,signal_strength,explanation,signal_limitation
76,POSITIVE_MOMENTUM,12471,2011-12-31,Spend Momentum: +220.2% (>= +25.0%),Order Momentum: +83.3% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+220.2%) and order volume (+83.3%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
77,POSITIVE_MOMENTUM,12473,2011-12-31,Spend Momentum: +435.4% (>= +25.0%),Order Momentum: +200.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+435.4%) and order volume (+200.0%).,Elevated customer reversal/return rate (>10% of total spend). | Short-term seasonal order spikes can temporarily inflate momentum percentages.
78,POSITIVE_MOMENTUM,12475,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
79,POSITIVE_MOMENTUM,12476,2011-12-31,Spend Momentum: +385.5% (>= +25.0%),Order Momentum: +400.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+385.5%) and order volume (+400.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
80,EMERGING_BROADENING,12478,2011-12-31,State: EMERGING (Tenure: 3 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
81,POSITIVE_MOMENTUM,12478,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
82,EMERGING_BROADENING,12479,2011-12-31,State: EMERGING (Tenure: 11 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
83,POSITIVE_MOMENTUM,12479,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
84,POSITIVE_MOMENTUM,12481,2011-12-31,Spend Momentum: +49.3% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,Medium,Customer shows synchronized double-digit expansion across recent 90d spend (+49.3%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
85,HISTORICAL_VALUE_DORMANT,12482,2011-12-31,"Historical Value: 23,691.40 (>= P80: 2,910.08)",Inactivity: 576 days since last purchase (> 120d),High-Value Stable,DORMANT,High,"Tier-1 historical customer (23,691.40 total spend) has lapsed into dormancy with 576 days of elapsed inactivity.",Zero baseline in prior 90-day comparison window. | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
86,POSITIVE_MOMENTUM,12483,2011-12-31,Spend Momentum: +178.2% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+178.2%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
87,HIGH_VALUE_SOFTENING,12484,2011-12-31,"Historical Value: 6,354.10 (>= P80: 2,910.08)",Value Momentum: -65.5% (<= -25.0%),High-Value Stable,ENGAGED,High,"Customer is in the top spend quintile (spend 6,354.10) but experienced a -65.5% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
88,BROAD_ENGAGEMENT_SOFTENING,12484,2011-12-31,Catalog Breadth: 329 SKUs (>= P70: 85),Frequency Momentum: -33.3% (<= -25.0%),High-Value Stable,ENGAGED,Low,Customer historically active across broad catalog (329 SKUs) shows declining order cadence (-33.3% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
89,POSITIVE_MOMENTUM,12488,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
90,EMERGING_BROADENING,12491,2011-12-31,State: EMERGING (Tenure: 38 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
91,POSITIVE_MOMENTUM,12491,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
92,HIGH_FREQUENCY_LOW_VALUE,12494,2011-12-31,Order Frequency: 9 orders (>= P80: 8),AOV: 201.70 (<= P40: 233.82),Emerging Engagement,ENGAGED,Low,Highly frequent ordering behavior (9 lifetime orders) paired with modest average basket value (201.70).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
93,POSITIVE_MOMENTUM,12494,2011-12-31,Spend Momentum: +146.2% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+146.2%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
94,POSITIVE_MOMENTUM,12497,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
95,EMERGING_BROADENING,12498,2011-12-31,State: EMERGING (Tenure: 57 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
96,POSITIVE_MOMENTUM,12498,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
97,POSITIVE_MOMENTUM,12500,2011-12-31,Spend Momentum: +340.7% (>= +25.0%),Order Momentum: +150.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+340.7%) and order volume (+150.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
98,HIGH_VALUE_SOFTENING,12502,2011-12-31,"Historical Value: 3,723.87 (>= P80: 2,910.08)",Value Momentum: -100.0% (<= -25.0%),Low-Activity / Long-Recency,SOFTENING,High,"Customer is in the top spend quintile (spend 3,723.87) but experienced a -100.0% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
99,BROAD_ENGAGEMENT_SOFTENING,12502,2011-12-31,Catalog Breadth: 102 SKUs (>= P70: 85),Frequency Momentum: -100.0% (<= -25.0%),Low-Activity / Long-Recency,SOFTENING,High,Customer historically active across broad catalog (102 SKUs) shows declining order cadence (-100.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
100,POSITIVE_MOMENTUM,12504,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Elevated customer reversal/return rate (>10% of total spend). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
101,EMERGING_BROADENING,12508,2011-12-31,State: EMERGING (Tenure: 29 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
102,POSITIVE_MOMENTUM,12508,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
103,HIGH_VALUE_SOFTENING,12510,2011-12-31,"Historical Value: 5,178.02 (>= P80: 2,910.08)",Value Momentum: -100.0% (<= -25.0%),High-Value Stable,DORMANT,High,"Customer is in the top spend quintile (spend 5,178.02) but experienced a -100.0% contraction in recent 90-day spend.",Elevated customer reversal/return rate (>10% of total spend). | Contraction could be caused by lumpy wholesale purchase cycles.
104,HISTORICAL_VALUE_DORMANT,12510,2011-12-31,"Historical Value: 5,178.02 (>= P80: 2,910.08)",Inactivity: 142 days since last purchase (> 120d),High-Value Stable,DORMANT,Low,"Tier-1 historical customer (5,178.02 total spend) has lapsed into dormancy with 142 days of elapsed inactivity.",Elevated customer reversal/return rate (>10% of total spend). | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
105,BROAD_ENGAGEMENT_SOFTENING,12510,2011-12-31,Catalog Breadth: 94 SKUs (>= P70: 85),Frequency Momentum: -100.0% (<= -25.0%),High-Value Stable,DORMANT,High,Customer historically active across broad catalog (94 SKUs) shows declining order cadence (-100.0% recent order momentum).,Elevated customer reversal/return rate (>10% of total spend). | May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
106,HISTORICAL_VALUE_DORMANT,12511,2011-12-31,"Historical Value: 3,084.02 (>= P80: 2,910.08)",Inactivity: 428 days since last purchase (> 120d),Unsegmented (Insufficient History),DORMANT,High,"Tier-1 historical customer (3,084.02 total spend) has lapsed into dormancy with 428 days of elapsed inactivity.",Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
107,EMERGING_BROADENING,12512,2011-12-31,State: EMERGING (Tenure: 66 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
108,POSITIVE_MOMENTUM,12512,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
109,POSITIVE_MOMENTUM,12516,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
110,POSITIVE_MOMENTUM,12518,2011-12-31,Spend Momentum: +433.2% (>= +25.0%),Order Momentum: +300.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+433.2%) and order volume (+300.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
